sku_id,ds,y,is_promotion,change_flag,date,price,price_change_flag,price_change_amount,price_change_ratio,price_change_direction,price_change_type,weekday,is_weekend,is_month_start,is_month_end,price_change_freq_3d,price_change_amount_3d,price_change_ratio_3d,price_change_freq_7d,price_change_amount_7d,price_change_ratio_7d,price_change_freq_14d,price_change_amount_14d,price_change_ratio_14d,price_change_freq_30d,price_change_amount_30d,price_change_ratio_30d,price_range,price_stability,price_change_frequency,price_range_weekend,price_direction_weekend,price_type_weekend
276056,2025-04-29,19.8,0,1,2025-04-29,19.8,1,-2.099999999999998,-0.09589041095890405,-1,decrease,1,0,0,1,0.3333333333333333,-0.6999999999999993,-0.03196347031963468,0.2857142857142857,0.0,0.0014528850145288455,0.375,0.0,0.0014528850145288455,0.375,0.0,0.0014528850145288455,very_low,1.0868532559642061,0.3333333333333333,very_low_0,-1_0,decrease_0
276056,2025-04-30,19.8,0,0,2025-04-30,19.8,0,0.0,0.0,0,no_change,2,0,0,1,0.3333333333333333,-0.6999999999999993,-0.03196347031963468,0.2857142857142857,0.0,0.0014528850145288455,0.3333333333333333,0.0,0.0012712743877127397,0.3333333333333333,0.0,0.0012712743877127397,very_low,1.1067971810589312,0.3333333333333333,very_low_0,0_0,no_change_0
276063,2025-04-22,34.89,0,1,2025-04-22,34.89,1,-0.00999999999999801,-0.0002865329512893311,-1,decrease,1,0,0,0,1.0,-0.00999999999999801,-0.0002865329512893311,1.0,-0.00999999999999801,-0.0002865329512893311,1.0,-0.00999999999999801,-0.0002865329512893311,1.0,-0.00999999999999801,-0.0002865329512893311,medium,0.007071067811861557,0.5555555555555556,medium_0,-1_0,decrease_0
276063,2025-04-23,34.9,0,1,2025-04-23,34.9,1,0.00999999999999801,0.0002866150759528452,1,increase,2,0,0,0,1.0,0.0,4.106233175704688e-08,1.0,0.0,4.106233175704688e-08,1.0,0.0,4.106233175704688e-08,1.0,0.0,4.106233175704688e-08,medium,0.005773502691895109,0.5555555555555556,medium_0,1_0,increase_0
276063,2025-04-24,34.9,0,0,2025-04-24,34.9,0,0.0,0.0,0,no_change,3,0,0,0,0.6666666666666666,0.0,2.7374887838031253e-08,0.75,0.0,2.7374887838031253e-08,0.75,0.0,2.7374887838031253e-08,0.75,0.0,2.7374887838031253e-08,medium,0.004999999999999992,0.5555555555555556,medium_0,0_0,no_change_0
276063,2025-04-25,34.9,0,0,2025-04-25,34.9,0,0.0,0.0,0,no_change,4,0,0,0,0.3333333333333333,0.00333333333333267,9.55383586509484e-05,0.6,0.0,2.053116587852344e-08,0.6,0.0,2.053116587852344e-08,0.6,0.0,2.053116587852344e-08,medium,0.0044721359550000134,0.5555555555555556,medium_0,0_0,no_change_0
276063,2025-04-26,34.9,0,0,2025-04-26,34.9,0,0.0,0.0,0,no_change,5,1,0,0,0.0,0.0,0.0,0.5,0.0,1.642493270281875e-08,0.5,0.0,1.642493270281875e-08,0.5,0.0,1.642493270281875e-08,medium,0.004082482904639384,0.5555555555555556,medium_1,0_1,no_change_1
276063,2025-04-27,34.9,0,0,2025-04-27,34.9,0,0.0,0.0,0,no_change,6,1,0,0,0.0,0.0,0.0,0.42857142857142855,0.0,1.3687443919015626e-08,0.42857142857142855,0.0,1.3687443919015626e-08,0.42857142857142855,0.0,1.3687443919015626e-08,medium,0.003779644730093303,0.5555555555555556,medium_1,0_1,no_change_1
276063,2025-04-29,34.89,0,1,2025-04-29,34.89,1,-0.00999999999999801,-0.0002865329512893311,-1,decrease,1,0,0,1,0.3333333333333333,-0.00333333333333267,-9.551098376311036e-05,0.42857142857142855,-0.0014285714285711443,-4.0921546660831e-05,0.5,-0.0014285714285711443,-4.0921546660831e-05,0.5,-0.0014285714285711443,-4.0921546660831e-05,medium,0.004629100498861792,0.5555555555555556,medium_0,-1_0,decrease_0
276063,2025-04-30,34.9,0,1,2025-04-30,34.9,1,0.00999999999999801,0.0002866150759528452,1,increase,2,0,0,1,0.6666666666666666,0.0,2.7374887838031253e-08,0.42857142857142855,0.0014285714285711443,4.095674294519418e-05,0.5555555555555556,0.0,2.053116587852344e-08,0.5555555555555556,0.0,2.053116587852344e-08,medium,0.004409585518440514,0.5555555555555556,medium_0,1_0,increase_0
